current_frame,Angle1,Angle2,Angle3,Angle4
399,176.31,175.68,106.49,90.93
400,176.29,177.42,106.41,88.84
401,179.7,179.05,109.82,85.77
402,176.31,177.06,107.96,88.59
403,179.77,176.58,108.27,90.19
404,176.92,174.85,111.38,90.17
405,178.79,179.12,109.8,85.96
406,179.8,179.21,109.81,90.7
407,178.53,178.75,109.79,97.27
408,175.13,174.36,111.56,92.51
409,179.8,176.92,108.24,93.55
410,177.06,173.8,109.94,98.91
411,177.23,179.48,109.98,99.83
412,176.81,176.87,109.96,94.03
413,179.65,174.71,109.77,95.86
414,175.44,174.47,111.54,118.61
415,176.8,177.59,114.09,89.78
416,177.01,176.59,111.6,98.33
417,176.97,174.88,112.88,120.12
418,175.41,177.13,111.48,106.06
419,177.03,178.83,110.02,111.89
420,177.16,178.48,112.66,106.89
421,178.86,179.82,111.43,83.66
422,176.85,175.25,111.5,98.1
423,179.78,179.08,111.04,106.63
424,177.09,179.19,111.45,106.61
425,178.68,177.63,109.96,95.92
426,177.25,179.16,109.97,86.07
427,177.25,177.25,111.48,88.8
428,175.12,177.11,111.54,111.03
429,179.76,171.34,109.69,104.97
430,177.1,174.9,111.38,101.22
431,179.61,176.35,109.72,106.74
432,178.61,175.53,111.47,98.08
433,177.11,173.35,111.49,95.73
434,178.66,171.09,111.53,123.71
435,176.9,179.44,111.45,85.98
436,176.88,179.69,111.45,92.97
437,178.64,176.66,108.19,103.7
438,177.11,178.39,111.41,107.12
439,177.1,178.93,112.63,104.91
440,178.56,177.9,109.77,97.43
441,175.25,178.08,111.36,101.11
442,178.49,173.98,109.75,119.04
443,178.53,179.64,109.77,92.71
444,178.28,178.02,109.73,87.95
445,179.71,172.75,109.67,97.8
446,178.6,178.73,109.69,92.93
447,179.69,179.96,108.0,95.23
448,178.41,177.87,110.99,87.77
449,178.51,179.59,109.77,92.8
450,178.73,177.84,109.68,92.78
451,177.3,179.97,110.81,99.32
452,178.91,179.94,109.46,100.2
453,178.61,177.99,107.01,96.9
454,174.53,179.87,103.55,100.07
455,174.44,177.92,106.18,93.02
456,179.45,179.91,106.87,98.89
457,169.41,178.57,104.53,90.07
458,171.09,178.46,104.58,95.16
459,172.58,179.95,107.31,107.04
460,172.54,177.92,107.22,98.02
461,169.06,178.56,105.47,99.61
462,168.92,179.98,102.64,95.7
463,165.59,179.84,103.69,95.79
464,165.83,178.28,101.26,95.56
465,165.83,178.41,103.98,110.94
466,163.84,176.79,103.59,105.32
467,160.4,176.53,101.95,114.63
468,158.73,172.62,101.88,108.9
469,160.35,170.32,101.95,115.15
470,158.55,166.21,101.95,112.82
471,158.54,153.03,101.88,101.49
472,156.71,152.88,99.07,104.63
473,153.31,150.45,97.48,99.31
474,151.45,152.62,97.41,100.02
475,151.47,154.74,97.82,105.3
476,151.27,150.43,98.55,104.71
477,150.97,147.69,95.48,93.53
478,147.6,143.31,94.46,102.64
479,142.58,143.19,94.24,100.89
480,136.08,144.61,90.91,100.67
481,133.99,137.3,90.97,98.99
482,129.08,130.38,87.62,95.9
483,125.85,131.22,87.82,95.08
484,124.19,129.2,84.91,90.97
485,120.33,128.69,83.46,84.72
486,120.15,129.5,84.54,87.97
487,120.28,127.66,82.59,87.01
488,118.8,125.61,82.62,84.96
489,118.96,129.96,84.75,88.95
490,117.91,127.59,84.68,91.71
491,117.88,135.61,84.65,88.51
492,115.01,136.31,83.23,88.44
493,112.66,135.68,82.4,91.67
494,110.43,130.98,82.38,88.47
495,110.37,133.06,82.38,89.92
496,108.23,132.12,81.51,90.59
497,105.08,126.7,82.32,89.72
498,108.65,119.94,83.16,87.21
499,105.91,122.38,80.4,90.97
500,104.54,119.01,80.5,91.63
501,104.63,116.25,80.69,87.32
502,103.34,112.99,80.66,90.92
503,103.39,116.72,80.62,91.88
504,104.72,111.55,80.55,91.44
505,100.52,110.62,79.12,87.33
506,99.04,114.4,76.48,91.73
507,93.99,110.59,74.06,91.88
508,92.61,114.51,72.69,94.17
509,93.9,115.25,70.92,90.58
510,91.12,111.29,72.01,90.4
511,93.69,114.02,75.04,88.91
512,96.31,112.32,71.96,92.27
513,89.82,107.65,73.75,87.15
514,91.17,105.05,70.6,86.58
515,93.7,109.07,73.69,84.06
516,92.46,107.77,73.68,83.54
517,93.72,107.84,75.27,89.11
518,93.71,112.72,75.26,97.14
519,95.0,112.95,73.87,89.72
520,95.11,113.08,73.89,92.91
521,98.98,117.36,75.2,89.08
522,99.17,115.71,75.24,91.76
523,98.95,119.15,76.38,90.98
524,103.13,117.39,80.67,94.27
525,104.39,118.63,77.87,89.8
526,108.36,121.26,80.73,89.76
527,108.46,130.42,79.31,93.34
528,109.59,126.22,78.1,93.08
529,115.41,130.12,78.63,88.45
530,116.45,132.3,82.7,91.48
531,116.57,135.83,83.68,97.05
532,117.45,136.1,86.08,97.32
533,123.52,139.55,85.47,95.13
534,122.76,142.55,86.37,94.9
535,125.43,141.69,91.24,100.13
536,129.01,148.43,92.76,103.0
537,131.39,145.82,94.92,104.46
538,132.9,152.92,96.98,108.44
539,138.34,160.72,99.39,115.15
540,138.42,166.75,102.01,117.75
541,146.01,161.97,108.71,122.25
542,150.51,161.45,114.13,75.7
543,162.48,162.49,126.41,74.49
544,167.69,171.76,134.79,130.98
545,171.14,167.08,139.23,131.42
546,176.12,165.32,146.76,78.77
547,176.39,171.68,145.22,89.08
548,176.53,173.98,144.39,142.5
549,176.54,175.99,140.05,145.58
550,176.55,172.01,140.05,83.74
551,176.62,177.95,137.42,144.05
552,176.57,179.6,140.07,136.24
553,176.69,173.68,135.61,129.14
554,176.65,177.92,139.94,136.23
555,176.66,169.32,138.03,122.47
556,176.64,177.75,135.49,133.55
557,178.22,179.45,131.02,140.11
558,176.65,179.62,133.22,138.05
559,178.05,178.13,128.65,140.28
560,176.71,177.23,128.92,137.68
561,176.66,179.91,131.06,133.89
562,176.64,177.91,130.97,133.74
563,176.7,176.28,131.01,133.38
564,176.61,172.89,130.79,129.42
565,178.0,174.19,130.62,133.9
566,178.05,174.03,130.87,133.75
567,174.95,175.88,127.1,137.5
568,174.96,174.06,129.24,133.63
569,176.22,176.04,138.57,132.18
570,173.03,175.92,136.52,138.33
571,173.31,173.04,138.67,128.05
572,174.69,176.27,138.52,131.22
573,174.58,174.46,141.31,126.92
574,171.26,172.75,137.1,129.74
